course_name,course_url,course_level,is_winter,course_code,course_goals,course_description,credit_score,prerequisit_credits,course_professors,mandatory
Пресметување во облак,https://www.finki.ukim.mk/subject/F23L3W068,3,True,F23L3W068,Овој предмет ќе го оспособи студентот со основни познавања за концептот на облак и услуги во облак.,"(1) Вовед. Дефиниција и еволуција. Технологии, сервиси, модели. Популарни решенија. (1) Предности, ризици, предизвици. Економски модели и SLA. (1) Историска перспектива на инфраструктурата за облак. Компоненти на податочни центри. Дизајн на податочен центар, барања, моќност, ефикасност и редундантност. (2) Управување со облакот, софтвер за cloud deployment. Техники за автоматизација и оркестрација на ресурси. (1) Градење на  multi-tier апликација во облак со надежност и еластичност и импликации за доцнењето. (2) Виртуелизација и пресметување во облакот. (1) Складирање во облакот. Концепти. Дистрибуирани системи за датотеки (1) Бази на податоци во облакот. Складирање на облак објекти. (1) Модели на програмирање. Дистрибурирано програмирање во облакот (1) Податочно паралелна аналитика со MapReduce, Apache Spark, GraphLab. (1) Безбедност во облак околина. (1) Вовед во fog и dew computing.",6.0,Бази на податоци,проф. д-р Марјан Гушев,No
Автономна роботика,https://www.finki.ukim.mk/subject/F23L3W072,3,True,F23L3W072,"По завршувањето на овој предмет, студентот се очекува да има продлабочено знаење за развој на автономни роботски системи (автономни возила, автономни летала и сл.) со користење на веројатностните пристапи во роботиката.","Предавања:
	1. Сензори и ефектори во автономната роботика
	2. Mатематички принципи во автономната роботика
	3. Веројатностни модели на сензорите
	4. Веројатностни модели на управувањето
	5. Калманов филтер и негови имплементации
	6. Калманов филтер и негови имплементации
	7. Калманов филтер и негови имплементации
	8. Мапирање
	9. Локализација
	10. Истовремено мапирање и локализација
	11. Истовремено мапирање и локализација
	12. Планирање и учење кај интелигентните роботски системи
	13. Планирање и учење кај интелигентните роботски системи",6.0,Основи на роботика или Алгоритми и податочни структури,проф. д-р Андреа Кулаков ; проф. д-р Невена Ацковска,No
Администрација на бази податоци,https://www.finki.ukim.mk/subject/F23L3W074,3,True,F23L3W074,"Предметот ќе се фокусира на state-of-the-art технологиите поврзани со имплементација на базите на податоци. Технологиите и техниките кои се користат за имплементација на базите на податоци ќе бидат обработени како од кориснички, така и од системски аспект.
Од аспект на системско инжинерство, предметот ќе навлезе во концептите и алгоритмите за: процесирање на трансакции, контрола на истовремено извршување, репрезентација на лог и метадата, безбедносни политики кај базите, техники за репликација и дистрибуција, бекап и реставрација.","Предавања:
	1. Вовед. Системи за управување со бази податоци
	2. Организација на складирање на податоци во системи за управување со бази на податоци - Датотечни системи и организација на податоци
	3. Организација на складирање на податоци во системи за управување со бази на податоци - Партиционирање на податоци
	4. Организација на складирање на податоци во системи за управување со бази на податоци - Скалирање и репликација на бази на податоци
	5. Оперативно ниво во системи за управување со бази на податоци - Трансакции, конкурентно извршување и заклучување на ресурсите
	6. Оперативно ниво во системи за управување со бази на податоци - Мемориски аспекти и кеширање кај бази податоци
	7. Одржување на системи за управување со бази на податоци - Редовно одржување на системи за управување со бази податоци
	8. Одржување на системи за управување со бази на податоци - Бекап и реставрација на бази податоци
	9. Оптимизација и перформанси - Хардверски потреби и мерење на перформанси кај системите за управување со бази податоци
	10. Оптимизација и перформанси - Анализа на перформансите и оптимизациски техники
	11. Оптимизација и перформанси - Профилирање и оптимизација на извршувањето на прашалниците
	12. Нови трендови во администрација на бази податоци",6.0,Бази на податоци,проф. д-р Боро Јакимовски ; проф. д-р Горан Велинов ; проф. д-р Вангел Ајановски,No
Анализа и дизајн на ИС,https://www.finki.ukim.mk/subject/F23L3W075,3,True,F23L3W075,"Запознавање на студенти со актуелните техники за анализа и дизајн на информациските системи (ИС). Навлегување во студија на случај на развој на ИС со користење на актуелни методологии. Оспособување за практична анализа на кориснички побарувања и креирање ефективни модели во сите фази  развој на еден ИС, со нагласок на фазите на анализа и дизајн. По завршување на курсот се очекува студентот да демонстрира знаење за користење на современи пристапи во процесот на анализа и дизајн на информациските системи.","Предавања:
	1. Општи информации за предметот, начин на предавања, начин на учество на студенти, претставување на литературата што се користи во предметот, содржина на домашни задачи, содржина на проектна задача, испит и услови за полагање, начини на комуникација во предметот
	2. Вовед во анализа и дизајн на информациски системи:
- Зошто е значајна информатичката технологија?
- Дефиниција за информациски систем и негови компоненти
- Што се профили и модели и како се тие поврзани со бизнис функции и операции?
- Како интернет технологиите влијаат на анализата и дизајнот на информациските системи?
 - Типови на информациски системи и нивни корисници
	3. Анализа на бизнис случај:
- Што е бизнис случај и како е тоа поврзано со информациските системи?
- Што е стратешко планирање и како е тоа поврзано со ИС?
- SWOT анализа
- Што се системски побарувања?
- Што е операциска, техничка, економска и временска исплатливост (feasibility)?
	4. Техники за собирање на податоци потребни за анализа на ИС:
- Пристапи базирани на интервјуа и анкети
- Пристапи базирани на анализа на документи
- Пристапи базирани на надбљудување
- Хибридни пристапи

	5. Дизан на ИС: пишување спецификации:
- Зошто е потребно да се пишуваат спецификации
- Спецификации за внатрешен развој
- Спецификации за стратешко планирање
- Составни делови на техничка тендерска документација
- Типови побарувања во техничка спецификација (генерални побарувања, функционални побарувања, нефункционални побарувања, останати побарувања)

	6. Дизан на ИС: пишување спецификации:
- Примери на интерконективност
- Примери за перформанси
	7. Дизајн на ИС како раководење на проект:
- Поделба на работата, задачи, критичен пат
- Gantt табели, PERT/CPM табели
- Техники за естимација на време и цени
- Управување со ризици
Примери пракси за анализа и дизајн на Информациски системи во Р.Македонија
- Типови индустрии
	8. Дизан на ИС: пишување спецификации:
- Услови за постигнување обезбедување на квалитет
- Метрики за обезбедување на квалитет на софтверот и нивно рефлектирање во дизајнот на ИС
	9. Дизајнирање на одржување на ИС:
- Обука на корисници
- Грижа за корисници
- Типови на одржување
- Гарантни периоди
- Управување со одржување
	10. Управување со имплементација на ИС со фокус на користење на агилен пристап:
- Традиционални методи за имплементација на ИС
- Агилни методи за имплементација на ИС
- Елементи на агилен развој (тимови, скрум, спринт, рилиз)
- Проблеми со агилниот развој на ИС

	11. Пристапи за тестирање и инсталација на ИС
- Тестирање и одобрување на код, пристапи за инсталација
- Тест околини, околини за развој, продукциски околини
- Мигрирање на податоци и процеси од стар во нов ИС (пристапи и проблеми)
	12. Управување со проблеми при работа на ИС
- Справување со падови на ИС
- Престанок на работа на ИС

Вежби:
	1. Дефинирање на темите за домашните задачи и проектната задача, дикусија околу изборот на студиите на случај
	2. Студии на случај
	3. Анализа на конкретни примери од Р.Македонија, студии на случај
	4. Практични примери со користење на различни алатки
	5. Алатки за моделирање:
- Пишување на пример технички спецификации со користење на податочни текови
- Дизајн на интеркација, податоци и извештаии
- Модификации на податочни текови за да се рефлектираат финесите на техничките побарувања
	6. Алатки за моделирање:
- Пишување на пример технички спецификации со користење на објектно ориентирани алатки како УМЛ
- Како да се изберат правилни дијаграми за опис на различни побарувања
- Како може имплементациските специфики да се рефлектираат во дизајнот на ИС

	7. Анализа на конкретни примери од Р.Македонија, студии на случај
- Примери од јавен сектор
- Примери од приватен сектор (во локален контекст)
- Примери од приватен сектор (во меѓународен контекст)
	8. Алатки за дизајнирање на ИС преку пример
	9. Анализа на студии на случај
	10. Анализа на студии на случај
	11. Анализа на студии на случај
	12. Студии на случај",6.0,Бази на податоци,проф. д-р Владимир Трајковиќ,No
Вовед во анализа на временските серии,https://www.finki.ukim.mk/subject/F23L3W076,3,True,F23L3W076,"Запознавање на студентите со анализа на произволни временски серии со традиционални статистички методи, како и со методи базирани на длабоко учење. Курсот дава вовед во типовите на временски серии, покрива стационарни процеси, ARMA модели, ARIMA и сезонални ARIMA модели, временско-просторни методи. Со знаењето стекнато на курсот студентите ќе може да анализираат временски серии од разновидни извори, податочни текови (data streams), IoT и да откриваат трендови и аномалии, да предвидуваат идни појави, како и да ги користат за препознавање на разновидни настани кои се опишани со временски серии.","Предавања:
	1. Карактеристики на временски серии
	2. Корелација и автокорелација
	3. Регресија на временски серии и истражувачка анализа на податоци
	4. ARIMA модели
	5. Спектрална анализа и филтрирање
	6. Екстракција на карактеристики од временски домен и статистички методи во фреквентен домен
	7. Инженерство и генерирање на атрибути од временски серии
	8. Откривање на аномалии
	9. Откривање на концептуални промени
	10. Моделирање на целни променливи за препознавање на тековни настани и предвидување на идни настани
	11. Употреба на различни архитектури на длабоки невронски мрежи за анализа на временски серии
	12. Употреба на различни методи за учење во реално време",6.0,Вештачка интелигенција или Вовед во науката за податоци или Машинско учење,ворн. проф. д-р Ефтим Здравевски,No
Веб базирани системи,https://www.finki.ukim.mk/subject/F23L3W079,3,True,F23L3W079,"Запознавање и користење на технологиите на семантички веб, поврзани податоци и графови на знаење. Студентите ќе научат да развиваат интелигентни апликации базирани на графови на знаење и да пронаоѓаат и користат отворени податочни множества.","Предавања:
	1. Семантички веб
	2. Основни протоколи и стандарди кај семантички веб (RDF, RDFS, OWL)
	3. Развој на онтологии (Анализа, повторно користење, Дизајн, Мета податоци, база на знаење)
	4. Отворени податоци
	5. Поврзани податоци
	6. Schema.org како концепт за глобална комуникација.
	7. Користење на големи податочни множества (DBPedia)
	8. Графови на знаење
	9. Креирање на графови на знаење од текстуални податоци
	10. Машинско учење со графови
	11. Граф-невронски мрежи
	12. Граф-невронски мрежи во графови на знаење
	13. Интелегентни апликации базирани на податоци и визуелизација на графови на знаење

Вежби:
	1. Опишување на веб документи со RDF
	2. RDF Schema
	3. Библиотеки за работа со RDF податоци
	4. Прашален јазик за RDF податоци: SPARQL
	5. Јазик за веб онтологии: OWL
	6. Развој на онтологии
	7. Вовед во концептот на поврзани податоци и графови на знаење
	8. Консумирање на поврзани податоци и графови на знаење
	9. Креирање на поврзани податоци и графови на знаење
	10. RDF бази на податоци и RDF податочни множества
	11. Објавување на поврзани податоци и графови на знаење
	12. Статистичка и машинска анализа на графови на знаење
	13. Интелегентни апликации базирани на податоци и визуелизација на графови на знаење (вежби)",6.0,Алгоритми и податочни структури или Примена на алгоритми и податочни структури,проф. д-р Димитар Трајанов ; ворн. проф. д-р Милош Јовановиќ,No
Вовед во биоинформатиката,https://www.finki.ukim.mk/subject/F23L3W085,3,True,F23L3W085,"Студентите да се запознаат со областите и проблемите кои ги покрива биоинформатиката, да
бидат во можност да вршат генска и протеинска секвенцна анализа, да користат биолошки бази
податоци, да ги запознаат пресметковните методи за решавање проблеми во молекуларната
биологија.","Предавања:
	1. Основи на молекуларна биологија
	2. ДНА репликација и Централна догма
	3. Главни актери и процеси
	4. Генетски датотеки
	5. Контрола на генска експресија
	6. Метафори за разбирање на генетските процеси
	7. Вируси
	8. Еволуција на геномот
	9. Вештачки хромозоми
	10. Микробиом
	11. Порамнување секвенции
	12. Мотиви
	13. Посета на молекуларната лабораторија на ПМФ

Вежби:
	1. Биолошки бази на податоци и центри
	2. Формати на репрезентација и примена
	3. Аминокиселини
	4. Предвидување секундарна структура
	5. Регулација на генска експресија
	6. ДНА Микрополиња и онтологија на гени
	7. SARS-CoV-2
	8. Рекомбинација на гени
	9. Молекуларен докинг
	10. Анализа на податоци од микробиом
	11. Методи за порамнување секвенции
	12. Методи за пронаоѓање мотиви
	13. Посета на молекуларната лабораторија на ПМФ",6.0,Вештачка интелигенција или Машинско учење или Вовед во науката за податоци,доц. д-р Моника Симјаноска ; проф. д-р Невена Ацковска,No
Вовед во паметни градови,https://www.finki.ukim.mk/subject/F23L3W088,3,True,F23L3W088,"Да го запознае студентот со главните концепти, теми и трендови на паметните и одржливите градови, улогата на информациите во дизајнот на мрежните ресурси и влијанието врз урбаниот дизајн, развојот и урбаното живеење.","Предавања:
	1. Што се паметни градови?
	2. Архитектура и дизајн на паметните градови
	3. Технологии на хардверско и мрежно ниво
	4. Податочно и апликациско ниво на паметните градови
	5. Паметни урбани енергетски мрежи
	6. Паметни урбани транспортни системи
	7. Паметни урбани системи за здравствена грижа
	8. Урбани модели
	9. Агент-базирани урбани модели
	10. Примена и трендови на машинското учење во паметните градови
	11. Опис на примери на паметни градови

Вежби:
	1. Што се паметни градови?
	2. Архитектура и дизајн на паметните градови
	3. Технологии на хардверско и мрежно ниво
	4. Податочно и апликациско ниво на паметните градови
	5. Паметни урбани енергетски мрежи
	6. Паметни урбани транспортни системи
	7. Паметни урбани системи за здравствена грижа
	8. Урбани модели
	9. Агент-базирани урбани модели
	10. Примена и трендови на машинското учење во паметните градови
	11. Опис на примери на паметни градови",6.0,Вештачка интелигенција или Вовед во науката за податоци или Машинско учење,ворн. проф. д-р Александра Дединец,No
Вовед во препознавање на облици,https://www.finki.ukim.mk/subject/F23L3W089,3,True,F23L3W089,"Целта на курсот е студентите да ги научат главните концепти на методите и техниките кои се применуваат за
препознавање на облици.По завршувањето на курсот кандидатитеќе бидат оспособени за дизајнирање,
реализирање и имплементација на системи за автоматско препознавање на облици, проценка на нивните
перформанси и нивна оптимизација.","Предавања:
	1. Вовед во проблематиката на препознавање на облици.
	2. Машинска перцепција, компоненти на систем за препознавање на облици.
	3. Класификатори базирани на Баесовата теорија на одлучување, Линеарни класификатори.
	4. Видови на обележја, екстракција на обележја, селекција на обележја.
	5. Машинско учење за препознавање на облици. Надгледувано, ненадгледувано учење, полунадгледувано учење учење, проценка на перформанси на калсификатор
	6. Непараметарски методи за класификација, kNN класификатор, имплементација, kd дрва.
	7. Неметрички методи за класификација, дрва за одлучување, обука, поткастрување.
	8. Класификатори со големи маргини, кернел техники, Машини со носечки вектори.
	9. Bias/Variance декомпозиција, ансамбли од класификатори, фузија на обележја
	10. Невронски мрежи и длабоки архитектури за препознавање на облици
	11. Ненадгледувано учење, кластерирање
	12. Примена во реални системи за препознавање на облици и специфики

Вежби:
	1. Алатки за анализа на податоци и препознавање на облици
	2. Библиотеки за анализа на податоци и препознавање на облици
	3. Задачи - Баесов класификатор, линеарен класификатор, логистичка регресија
	4. Задачи - екстракција на обележја, трансформација на обележја, селекција на обележја
	5. Процедура за надгледувано учење  и проценка и евалуација на перформанси и метрики
	6. Задачи со kNN класификатор и kd дрва
	7. Задачи со дрва на одлучување и екстракција на знаење
	8. Задачи со машини со носечки вектори
	9. Задачи анасмбли од класификатори и фузија на обележја
	10. Задачи од невронски мрежи и дефинирање на архитектури на мрежи
	11. Задачи од ненадгледувано учење
	12. Имплементација на реални системи за препознавање на облици",6.0,Вештачка интелигенција или Вовед во науката за податоци или Машинско учење,проф. д-р Дејан Ѓорѓевиќ,No
Дигитална постпродукција,https://www.finki.ukim.mk/subject/F23L3W092,3,True,F23L3W092,"По завршување на курсот се очекува студентите да се оспособени за основни методи за дигитална постпродукција, дигитално композитирање, работа со секвенци од слики, интеграција на дигитални објекти во слики и следење и спарување на движења од различни извори","Предавања:
	1. Вовед во предметот. Дигитална препродукција, продукција и постпродукција.
	2. Вовед во дигитална композиција. Секвенци од слики, компресии на слики, информации на ниво на пиксел. Алатки за дигитално композитирање.
	3. Виртуелни камери. Стереоскопија.
	4. Ротоскопија и останати техники за изолација на пиксели.
	5. Отстранување на еднобојни позадини. Вметнување на пејсажи. Отстранување на боја според клучни параметри.
	6. Дигитално маскирање на објекти.
	7. Следење на објекти во слика. Тракирање на движења.
	8. Спарување на движења. Стабилизација на слика.
	9. Вметнување на дигитални 3Д објекти во проспродукциски сцени.
	10. Системи за честички. Постпродукциски ефекти.
	11. Видео монтажа. Композиција на видео и аудио датотеки.
	12. Оценување на боја (color grading).
	13. Дигитализација на движење. Интегрирање во сцени.
	14. Фотограмометрија

Вежби:
	1. Типови на софтвери за постпродукција. Запознавање со фази и потреби за пост-продукција.
	2. Алатки за манипулација на растерски слики.
	3. Вкомпонирање на слики од стереоскопски и виртуелни камери
	4. Ротоскопија и останати техники за изолација на пиксели.
	5. Отстранување на еднобојни позадини. Вметнување на пејсажи. Отстранување на боја според клучни параметри.
	6. Дигитално маскирање на објекти.
	7. Следење на објекти во слика. Тракирање на движења.
	8. Спарување на движења. Стабилизација на слика.
	9. Вметнување на дигитални 3Д објекти во проспродукциски сцени.
	10. Системи за честички. Постпродукциски ефекти.
	11. Видео монтажа. Композиција на видео и аудио датотеки.
	12. Оценување на боја (color grading).
	13. Дигитализација на движење. Интегрирање во сцени.
	14. Фотограмометрија",6.0,Алгоритми и податочни структури или Примена на алгоритми и податочни структури,доц. д-р Бобан Јоксимоски ; проф. д-р Иван Чорбев,No
Дистрибуирано складирање на податоци,https://www.finki.ukim.mk/subject/F23L3W098,3,True,F23L3W098,"Се поголемата важност и големиот обем на податоците побаруваат соодветни техники и технологии за нивно безбедно, достапно, надежно и скалабилно складирање. Се почестите приоди за складирање на податоци се ориентираат кон дистрибуирани решенија чии имплементации вклучуваат најразлични архитектури и модели со што се добиваат различни придобивки, специфични за секоја имплемнетација. Предметот има за цел да ги обработи техниките на хардверско, мрежно и софтвеско ниво за обезбедување на дистрибуирано складирање на податоците.","Предавања:
	1. Архитектура на системи за складирање на податоци
	2. Околини за безбедно складирање на податоци
	3. Заштита на податоци од губење
	4. Интелигентни системис за скчадирање
	5. Storage area network (SAN) и network attached storage (NAS)
	6. Fiber Channel SAN
	7. IP SAN i FCoE SAN
	8. Објектно базирани системи за складирање на податоци
	9. Паралелни, дистрибуирани и споделени датотечни системи",6.0,Компјутерски мрежи или Компјутерски мрежи и безбедност,проф. д-р Боро Јакимовски,No
Имплементација на софтверски системи со слободен и отворен код,https://www.finki.ukim.mk/subject/F23L3W103,3,True,F23L3W103,"По завршување на курсот се очекува студентите да се оспособени за продуктивно учество во поголеми софтверски
тимови кои работат употребувајќи технологии со слободен и отворен код. Да бидат способни за работа во програмски јазици со отворен код, да развиваат веб апликации на тие платформи. Да бидат способни да водат софтверски проект
базиран на технологии со слободен и отворен код.","Предавања:
	1. Софтвер со отворен код (Free/Open Source Software - FOSS).  Филозофија за развој со отворен код. Хардвер со отворен код.
	2. Економска анализа на системи со отворен код.  Бизнис анализа.  Бизнис модели.
	3. Лиценцирање со отворен код и типови лиценци (GNU General Public License (GPL)).  Споредба со системи со затворен код. Споредба со бесплатен софтвер.
	4. Апликациски софтвер со отворен код.
	5. Оперативни системи со отворен код.
	6. Едукациски системи со отворен код, Развојни алатки за софтвер со отворен код.   Модели за развој со отворен код.
	7. Менаџирање софтверски проект со отворен код. Следење на развојот на проектите, менаџирање на промени.
	8. Развојни рамки со отворен и слободен код. Развојни технологии и библиотеки со отворен и слободен код
	9. Библиотеки базирани на платформи со отворен код
	10. Системи за градење и менаџирање со зависности во проекти со отворен и слободен код
	11. Шаблони и принципи на развој кај системи со отворен код. Практични техники при развој на веб апликации со отворен код.
	12. Стандарди за кодирање и документација. Безбедност на софтвер со отворен код.
	13. Поддршка за системи со отворен код (заедници за развој на OSS).  Блогови, групи, форуми, социјални мрежи за OSS.
	14. Иднината на софтверите со отворен код.

Вежби:
	1.
	2.
	3.
	4.
	5.
	6.
	7.
	8.
	9.
	10.
	11.
	12.
	13.
	14.",6.0,Алгоритми и податочни структури или Примена на алгоритми и податочни структури,проф. д-р Иван Чорбев ; проф. д-р Вангел Ајановски,No
Иновации во ИКТ,https://www.finki.ukim.mk/subject/F23L3W105,3,True,F23L3W105,"Разбирање на иновативноста. Стекнување на иновативни вештини. Примена на ИКТ за креирање на иновации. Креирање на
иновации во ИКТ.","Иновативни организации. Разбирање на иновативноста. Процес на иновирање во компаниите. Иновативни вештини.
Поддршка за креативност. Управување со процесот на иновирање. Функција на дизајнот во иновациите. Иновации водени од
дизајн. Мерење на иновативноста во организациите. Комерцијализација на иновациите. Ефективни иновациски планови.
Користење на ИКТ како поддршка за иновации. Иновирање во ИКТ. Забрзување на иновациите со користење на ИКТ. Нови
ИКТ технологии и можности за иновирање.",6.0,Бизнис и менаџмент,ворн. проф. д-р Магдалена Костоска Ѓорчевска ; проф. д-р Марјан Гушев,No
Интернет на нештата,https://www.finki.ukim.mk/subject/F23L3W108,3,True,F23L3W108,"Студентот ќе биде запознаен со главните развојни чекори  и предизвици при дизајнирање на решенија базирани на Интернет на нештата.  Студентот ќе може да моделира, дизајнира и имплементира вакви системи во различни апликативни домени.","(1) Вовед во Интернет на Нешта (ИнН). Еволуција од персонални мрежи кон Интернет на Нештата. Хардверски апстракции.
    (1) Воспоставување на ИнН инфраструктура.
    (1) Електроника потребна за ИнН, сензори и ИнН платформи.
    (1) ИнН безжично поврзување. LoRaWAN, ZigBee и Bluetooth Технологија за поврзување. RFID и NFC технологија.
    (1) 6LowPAN. Архитектура. 6LowPAN заглавие. 6LowPAN  адресирање. 6LowPAN   Компресија. Фрагментација и рутирање.
    (1) Протоколи на апликациско ниво. MQTT и COAP.
    (1) Алгоритми за рутирање, самоорганизирање на ИнН.
    (1) Системи за прибирање (аквизиција) на сензорски (ИнН) податоци.
    (1) Обработка на податоците добиени од ИнН сензорите. Податочна анализа со користење на различни Python пакети и визуелизација на податоците.
    (1) Насоки/можности/предизвици при дизајн. Безбедност и доверливост на ИнН системи.
    (1) Безжичен транспорт на енергија и energy harvesting кај ИнН .
    (1) Преглед на популарни апликативни домени на ИнН: паметни домови, паметни енергетски мрежи, паметни градови, транспорт, заштита на природата, здравствена заштита, системи за мониторинг, биолошките и безбедносните системи.",6.0,Компјутерски мрежи или Компјутерски мрежи и безбедност,проф. д-р Билјана Ристеска Стојкоска ; проф. д-р Игор Мишковски,No
Компјутерски поддржано производство,https://www.finki.ukim.mk/subject/F23L3W117,3,True,F23L3W117,"Целата на курсот е запознавање на студентите со теоријата, принципите и праксата за компјутерски потпомогнато производство, основните поими за системи и модели, контрола и симулација на производни процеси.","Предавања:
	1. Основни поими за системи и модели. Дискретни системи и класификација. Стохастичко моделирање на производни процеси.Симулација на дискретни системи, распределување на настани. Временски и хибридни модели
	2. Вовед во Програмибилни Логички Контролери (PLC) и нивна примена во компјутерско водење на производни процеси. Принципи на работа, хардверски компоненти и опис.
	3. Теоретски аспекти на дизајн  и операциски карактерстики на PLC. Влезно-Излезни уреди во процесот на компјутерско поддржано производство. Сензори и актуатори во приоцесот на производство. PLC информациски и комуникациски технологии.
	4. Вовед во методи за програмирање на PLC. Вовед во  IEC 61131-3 стандардот (Ladder) програмирање. Блок функциско програмирање. Дополнителни теоретски аспекти на методи за PLC програмирање: IL, SFC и ST.
	5. Теоретски аспекти на програмски техники за PLC програмирање. Вовед во Внатрешни PLC релеа, Јump и Call процедури.
	6. Теоретски аспекти на програмски техники за PLC програмирање. Вовед во различни видови на тајмери и бројачи. Активација и деактивација на опаѓачки или растечки сигнал.
	7. Теоретски аспекти на програмски техники за PLC програмирање. Вовед во Shift регистри и техники за манипулација на влезни сигнали.
	8. Колоквиумска Недела
	9. Конфигурација и дизајн на PLC системи во супервизорска контрола на компјутерски водени процеси.
	10. Дизајн, анализа, имплементација, одржување и дијагностика на PLC дизајнирани производни процеси.
	11. Примена на Автомати и Петри мрежи во процесот на моделирање на компјутерско поддржано производство. Примена на Маркови циклуси во процесот на моделирање на компјутерско поддржано производство.
	12. Примена на непрецизирана логика во процесот на компјутерско поддржано производство. Теоретски аспекти на непрецизирано контролирани производни процеси со предефинирани правила.
	13. Теоретски аспекти на непрецизирано контролирано производни процеси преку правила генерирани од интелегетни алгоритми врз основа на податоци. Примена на роботика во компјутерско поддржано производство.
	14. Колоквиумска Недела

Вежби:
	1. Практични примери и задачи за системи и модели. Решавање на задачи за дискретни системи и нивна примена во областа на компјутерско поддржано производство. Примери за стохастичко моделирање на производни процеси и симулација на дискретни системи, распределување на настани.
	2. Практични примери за примена на PLC уредите во процесот на управување на производни процеси.
	3. Практични примери на влезно-излезни уреди во кобинација со PLC и нивна примена во компјутерско поддржано производство. Примери за информациски и комуникациски техники за работа со индустриски процеси. Дигитални Системи и Влезно/Излезно процеирање. Запознавање со SIMATIC Siemens STEP 7 софтверот за симулација.
	4. Примери и задачи за  IEC 61131-3 стандардот (Ladder) програмирање во процес на компјутерско поддржано производство. Дополнителни задачаи за останати методи на PLC програмирање: IL, SFC и ST.
	5. Решавање на практични примери и задачи со користење на внатрешни PLC релеа, Jump и Call програмски техники со IEC 61131-3 стандардот (Ladder) во процесот на компјутерско поддржано просизводство.
	6. Решавање на практични примери и задачи со користење на тајмери и бројачи програмски техники со IEC 61131-3 стандардот (Ladder) во процесот на компјутерско поддржано просизводство.
	7. Решавање на практични примери и задачи со користење на Shift регистри и техники за манипулација на влезни сигнали со IEC 61131-3 стандардот (Ladder) во процесот на компјутерско поддржано просизводство.
	8. Колоквиумска Недела
	9. Практични примери и задачи за конфигурација и дизајн на индустриски производни процеси. Примери за супервизиска контрола.
	10. Примери и задачи за дизајн и анализа на PLC дизајнирани производни процеси. Примери за одржување и дијагностика на PLC.
	11. Задачи за автомати и петри мрежи и нивна примена во моделирање на компјутерско поддржано производство. Задачи за Маркови циклуси и нивна примена во моделирање на компјутерско поддржано производство.
	12. Задачи за непрецизирана логика (предефинирани правила) и нивна примена во моделирање на компјутерско поддржано производство.
	13. Задачи за непрецизирана логика (методи за анализа на податоци за генерирање на правила) и нивна примена во моделирање на компјутерско поддржано производство. Примена на роботика во производни процеси.
	14. Колоквиумска Недела",6.0,Архитектура и организација на компјутери или Компјутерски архитектури,проф. д-р Андреја Наумоски,No
